STNAME,CTYNAME,CENSUS2010POP,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE2020
Arizona,Arizona,6392017,6407342,6473416,6556344,6634690,6732873,6832810,6944767,7048088,7164228,7291843,7421401
Arizona,Apache County,71518,71828,72181,72231,72333,71808,71026,71418,71538,71819,71920,71875
Arizona,Cochise County,131346,131823,133124,132085,129664,127437,126594,125885,125048,126581,127248,127450
Arizona,Coconino County,134421,134624,134309,136204,136788,137675,139100,140609,141300,142914,143967,142481
Arizona,Gila County,53597,53565,53445,53009,53026,53074,53020,53400,53619,53833,54077,54303
Arizona,Graham County,37220,37154,37129,37027,37456,38123,37888,37859,37530,38032,38890,39211
Arizona,Greenlee County,8437,8342,8587,8764,8918,9356,9587,9642,9451,9424,9467,9341
Arizona,La Paz County,20489,20499,20606,20524,20526,20521,20476,20670,20737,21030,21257,21480
Arizona,Maricopa County,3817117,3825183,3875371,3948165,4018657,4094842,4174423,4258019,4329227,4405306,4492261,4579081
Arizona,Mohave County,200186,200336,202888,203484,203322,203670,204890,205899,207668,210371,213846,217206
Arizona,Navajo County,107449,107693,107560,107334,107164,107741,107695,108569,109145,110490,111037,112112
Arizona,Pima County,980263,981649,988500,993231,997374,1004521,1009490,1017083,1027115,1037746,1049261,1061175
Arizona,Pinal County,375770,379106,378114,382371,385574,395563,405922,417312,431490,446524,461640,480828
Arizona,Santa Cruz County,47420,47402,47640,47330,46902,46596,46493,46412,46578,46446,46728,46808
Arizona,Yavapai County,211033,210990,211081,212065,214539,217882,221019,224828,228398,232467,236062,240226
Arizona,Yuma County,195751,197148,202881,202520,202447,204064,205187,207162,209244,211245,214182,217824
Florida,Florida,18801310,18846143,19055607,19302016,19551678,19853880,20219111,20627237,20977089,21254926,21492056,21733312
Florida,Alachua County,247336,247624,249879,251596,252585,255606,259215,264127,266501,269190,269489,271218
Florida,Baker County,27115,27067,27055,27059,27008,27123,27357,27903,28255,28381,29288,29566
Florida,Bay County,168852,169209,169587,171818,174704,178435,181678,183765,184841,186555,173895,171322
Florida,Bradford County,28520,28536,28430,27052,26804,26562,26759,26756,27158,27759,28348,28593
Florida,Brevard County,543376,544000,544442,547119,550478,555838,566133,577380,588165,594978,601024,608459
Florida,Broward County,1748066,1752843,1787096,1814468,1836869,1861259,1885435,1913780,1935945,1948058,1955475,1958105
Florida,Calhoun County,14625,14657,14725,14673,14582,14456,14412,14346,14463,14593,14140,14078
Florida,Charlotte County,159978,159897,159926,162840,164801,168208,172607,178046,181998,185204,189669,194711
Florida,Citrus County,141236,141177,139782,139215,138888,138907,140397,142988,145619,147920,150153,153010
Florida,Clay County,190865,191453,192335,193909,195732,198687,202552,207401,212381,215902,219014,221770
Florida,Collier County,321520,322576,327670,332330,339133,347401,356288,365894,373286,378657,385917,392973
Florida,Columbia County,67531,67558,67326,67903,67444,67821,68277,69300,70051,70719,71766,72654
Florida,DeSoto County,34862,34935,34847,35003,34903,35333,35644,36228,37159,37128,37821,38520
Florida,Dixie County,16422,16399,16403,16152,16084,16041,16352,16455,16609,16692,16887,17057
Florida,Duval County,864263,865653,872483,880349,886277,897094,911106,927038,939167,950469,959853,966728
Florida,Escambia County,297619,298069,299478,303556,306879,308200,309630,311975,313882,315857,319379,322364
Florida,Flagler County,95696,96065,97473,98461,99845,101961,104533,107608,110316,112415,115481,118451
Florida,Franklin County,11549,11523,11471,11609,11520,11656,11702,11834,11730,11694,12113,12201
Florida,Gadsden County,46389,47792,47372,46571,46084,46113,46057,46069,45984,45933,45670,45277
Florida,Gilchrist County,16939,17006,17002,16908,16972,17007,17394,17607,17899,18263,18572,18885
Florida,Glades County,12884,12877,12842,12676,12680,12956,13115,13421,13591,13762,13914,14198
Florida,Gulf County,15863,15826,15767,15769,15887,16011,15944,16082,16115,16137,13498,13534
Florida,Hamilton County,14799,14686,14596,14726,14344,14071,14275,14309,14397,14289,14470,14521
Florida,Hardee County,27731,27731,27681,27433,27307,27259,27167,27228,27172,27106,26806,26822
Florida,Hendry County,39140,39005,38968,37864,37802,38467,39242,40097,41074,41306,42069,42813
Florida,Hernando County,172778,172978,172877,172777,173721,175411,178036,182668,186899,190851,194290,198792
Florida,Highlands County,98786,98637,98493,98244,98118,98636,100204,102058,103828,104453,105890,106639
Florida,Hillsborough County,1229226,1233511,1255639,1279861,1304474,1332742,1364645,1398093,1428960,1455351,1476431,1497957
Florida,Holmes County,19927,19844,19841,19704,19604,19578,19292,19426,19458,19512,19661,19594
Florida,Indian River County,138028,138277,139122,140515,141961,144532,147547,151281,154260,157023,159739,162518
Florida,Jackson County,49746,49651,49204,49111,48885,48737,48617,48325,48288,48089,46257,46085
Florida,Jefferson County,14761,14754,14527,14218,14212,14061,14121,13985,14226,14358,14280,14543
Florida,Lafayette County,8870,8809,8801,8791,8819,8860,8722,8760,8603,8649,8384,8482
Florida,Lake County,297052,297724,300547,303806,308088,315493,325338,335209,345848,357086,366941,375492
Florida,Lee County,618754,620481,631198,644451,660197,677710,700243,723467,741188,755159,772268,790767
Florida,Leon County,275487,275981,278420,283707,282006,283923,286098,286960,291125,291905,293866,295460
Florida,Levy County,40801,40727,40165,39835,39449,39317,39630,39885,40339,40839,41620,42214
Florida,Liberty County,8365,8352,8266,8304,8360,8419,8412,8307,8234,8421,8341,8364
Florida,Madison County,19224,19251,19134,18973,18757,18607,18485,18342,18512,18623,18599,18707
Florida,Manatee County,322833,323442,327619,333965,342024,351080,362821,375538,385458,394043,402977,411219
Florida,Marion County,331298,331341,332325,333945,335196,338165,342388,347958,353953,359630,365997,373513
Florida,Martin County,146318,146912,147904,149032,151197,153218,155674,158425,159716,160661,161212,162088
Florida,Miami-Dade County,2496435,2506986,2544511,2576473,2609570,2634056,2659549,2689890,2709126,2709711,2711612,2707303
Florida,Monroe County,73090,73226,73988,74596,75878,76353,76758,76968,76556,74362,73897,73900
Florida,Nassau County,73314,73526,74166,74546,75428,76309,78022,80168,83024,85923,88583,91113
Florida,Okaloosa County,180822,180725,183205,189957,192969,195074,198310,200912,204275,207731,211411,212820
Florida,Okeechobee County,39996,40014,39854,39693,39464,39550,39833,40767,41248,41601,42141,42297
Florida,Orange County,1145956,1148590,1170699,1202716,1227761,1257031,1291844,1327775,1357720,1383657,1395371,1404396
Florida,Osceola County,268685,269841,278669,288932,299322,311150,323860,338182,353306,367359,374170,385315
Florida,Palm Beach County,1320134,1323631,1336875,1355149,1376782,1399064,1424772,1451469,1470583,1482833,1497800,1507600
Florida,Pasco County,464697,465516,466529,469755,474501,483590,495130,510319,525533,539129,554032,570412
Florida,Pinellas County,916542,916428,918574,921863,928755,936862,947664,960527,968886,973343,975367,976802
Florida,Polk County,602095,603119,610026,615581,622808,634624,648823,666271,685790,707095,724967,744552
Florida,Putnam County,74364,74223,73657,72936,72380,71987,71961,72410,73418,73968,74309,74815
Florida,St. Johns County,190039,191268,196165,202164,209579,218009,226582,235192,244067,254007,265068,278715
Florida,St. Lucie County,277789,278290,280481,283042,285437,290207,297471,305775,313207,320340,328063,337186
Florida,Santa Rosa County,151372,152924,155796,158285,160519,162840,166451,170224,174413,179573,184587,189139
Florida,Sarasota County,379448,379942,382298,386585,390153,396636,405099,413395,420073,426890,435006,443465
Florida,Seminole County,422718,423072,426382,430626,435640,441583,448535,456266,463052,468195,471791,474171
Florida,Sumter County,93420,94286,98011,101727,106980,112354,117229,122249,125298,129351,133772,139018
Florida,Suwannee County,41551,42329,43365,43533,43578,43777,43670,43849,44125,44206,44420,44851
Florida,Taylor County,22570,22594,22666,22760,22880,22591,22362,22098,21784,21525,21537,21600
Florida,Union County,15535,15551,15308,15266,15165,15260,15268,15256,15455,15302,15213,15182
Florida,Volusia County,494593,494462,494558,496711,500702,507050,517144,529100,538755,547117,554065,561497
Florida,Wakulla County,30776,30824,30977,30860,31009,31418,31529,31894,32055,32369,33636,34319
Florida,Walton County,55043,55214,55613,57215,59232,61244,63145,65488,68110,70874,74127,76648
Florida,Washington County,24896,24726,24516,24747,24506,24300,24556,24469,24577,24845,25647,25932
Georgia,Georgia,9687653,9712209,9803630,9903580,9975592,10071204,10183353,10308442,10417031,10519389,10628020,10710017
Georgia,Appling County,18236,18337,18459,18382,18367,18469,18420,18443,18447,18538,18389,18325
Georgia,Atkinson County,8375,8363,8359,8254,8263,8211,8331,8293,8257,8344,8269,8393
Georgia,Bacon County,11096,11062,11150,11152,11174,11178,11225,11268,11204,11096,11098,11036
Georgia,Baker County,3451,3431,3311,3370,3346,3287,3192,3185,3158,3089,3047,2971
Georgia,Baldwin County,45720,45703,45178,46522,46191,45920,45566,45260,44993,45001,45006,45099
Georgia,Banks County,18395,18404,18245,18128,18216,18220,18375,18292,18607,18918,19175,19352
Georgia,Barrow County,69367,69670,69835,70128,71233,72843,74979,77108,79086,81105,83581,85588
Georgia,Bartow County,100157,100041,100110,100241,100923,101251,102063,103418,105190,106488,107757,109426
Georgia,Ben Hill County,17634,17649,17595,17608,17461,17462,17368,17267,17059,16794,16711,16614
Georgia,Berrien County,19286,19361,19380,19160,19059,18813,18989,18968,19071,19207,19377,19408
Georgia,Bibb County,155547,155878,156297,156701,155138,154447,154068,153212,152920,153069,153191,152737
Georgia,Bleckley County,13063,13033,13077,12888,12742,12706,12710,12868,12769,12833,12923,12955
Georgia,Brantley County,18411,18462,18549,18522,18253,18368,18443,18425,18848,19021,19124,19202
Georgia,Brooks County,16243,16246,15982,15616,15648,15524,15672,15732,15641,15491,15518,15357
Georgia,Bryan County,30233,30404,31300,32293,33082,33726,34860,35916,37091,38151,39692,40755
Georgia,Bulloch County,70217,70560,72642,73114,71830,72667,73137,74660,76046,77332,79718,80839
Georgia,Burke County,23316,23343,23513,23054,22832,22629,22644,22638,22553,22501,22497,22648
Georgia,Butts County,23655,23776,23603,23431,23216,23337,23516,23738,24064,24172,24917,25426
Georgia,Calhoun County,6694,6697,6625,6568,6598,6513,6536,6359,6393,6340,6184,6231
Georgia,Camden County,50513,50680,50344,51402,51478,52000,52549,52602,53211,53816,54784,55388
Georgia,Candler County,10998,11013,11199,11090,10950,10853,10864,10837,10698,10813,10835,10985
Georgia,Carroll County,110527,110655,110733,111428,112290,113970,114501,116180,117437,118094,120115,121633
Georgia,Catoosa County,63942,64073,64771,64893,65258,65516,65841,66350,66570,67402,67585,67996
Georgia,Charlton County,12171,12850,13452,13350,13103,13046,13238,12850,12779,12826,13277,13430
Georgia,Chatham County,265128,265799,271665,276243,277790,282396,286239,289055,289771,289771,290185,289463
Georgia,Chattahoochee County,11267,11185,11270,12293,12271,11738,11075,10065,10197,10548,10991,10551
Georgia,Chattooga County,26015,25958,25689,25635,25062,24871,24918,24847,24757,24836,24846,24843
Georgia,Cherokee County,214346,215226,217769,220690,224372,230239,235424,241929,247944,254277,259475,265274
Georgia,Clarke County,116714,117389,118229,119915,120927,120437,123621,124873,126674,127179,128238,127795
Georgia,Clay County,3183,3176,3163,3107,3017,3074,3080,3015,2971,2901,2901,2866
Georgia,Clayton County,259424,259899,262081,265371,264133,266757,272874,279346,284175,289229,292404,292646
Georgia,Clinch County,6798,6764,6719,6688,6756,6780,6828,6762,6658,6601,6637,6582
Georgia,Cobb County,688078,689542,696629,706517,716265,727847,739428,748767,753361,757133,761060,762944
Georgia,Coffee County,42356,42729,42998,43131,43084,42893,42998,42924,42871,43060,43278,43218
Georgia,Colquitt County,45498,45638,45778,46029,46139,45880,45486,45471,45501,45467,45569,45542
Georgia,Columbia County,124053,124951,128832,132601,136232,139223,143991,147622,151757,154399,157129,160377
Georgia,Cook County,17212,17184,17036,16906,17055,17307,17076,17175,17217,17161,17241,17291
Georgia,Coweta County,127317,127939,129390,130614,132980,135191,138217,140561,143218,146063,148504,150849
Georgia,Crawford County,12630,12577,12576,12567,12474,12395,12351,12250,12236,12273,12345,12231
Georgia,Crisp County,23439,23436,23753,23593,23304,23064,22961,22882,22675,22572,22382,22034
Georgia,Dade County,16633,16632,16605,16528,16466,16299,16176,16249,16270,16238,16103,16057
Georgia,Dawson County,22330,22325,22334,22511,22730,23024,23371,23664,24410,25106,26091,27113
Georgia,Decatur County,27842,27815,27655,27449,27401,27183,27063,26682,26727,26613,26496,26457
Georgia,DeKalb County,691893,692536,698496,710783,718026,725247,734846,747299,751680,755514,759932,762009
Georgia,Dodge County,21796,21756,21606,21511,21424,21167,21133,20866,20777,20858,20672,20452
Georgia,Dooly County,14918,14850,14610,14414,14373,14248,14033,13870,13694,13718,13400,13174
Georgia,Dougherty County,94565,94521,95080,94716,93441,92775,91556,90365,89537,89247,87854,86477
Georgia,Douglas County,132403,132575,133128,133597,136081,138082,140264,141824,143563,145260,146680,147988
Georgia,Early County,11008,10983,10791,10641,10543,10451,10459,10310,10313,10255,10176,10037
Georgia,Echols County,4034,4014,4063,3965,3992,4027,4024,3934,3888,3933,3963,4002
Georgia,Effingham County,52250,52469,52709,53360,54456,55452,57125,58705,60121,62274,64342,65765
Georgia,Elbert County,20166,20101,19822,19577,19492,19391,19303,19122,19104,19053,19205,19335
Georgia,Emanuel County,22598,22602,22489,22727,22626,22476,22465,22405,22528,22582,22600,22507
Georgia,Evans County,11000,11028,10983,10678,10792,10808,10690,10633,10747,10677,10661,10638
Georgia,Fannin County,23682,23684,23647,23617,23835,23869,24455,25051,25348,25995,26068,26521
Georgia,Fayette County,106567,106938,107171,107343,108103,109259,110215,111294,112626,113333,114645,115821
Georgia,Floyd County,96317,96436,96174,95944,95901,95894,96209,96730,97459,97907,98325,98604
Georgia,Forsyth County,175511,176736,181828,186848,193875,202697,211368,220856,229367,237330,244624,250847
Georgia,Franklin County,22084,22082,21982,21927,22056,22187,22281,22333,22876,23039,23322,23504
Georgia,Fulton County,920581,925622,947582,973464,981844,992321,1005752,1023816,1039996,1051516,1065019,1077402
Georgia,Gilmer County,28292,28343,28329,28291,28721,28999,29512,29897,30470,31011,31575,31978
Georgia,Glascock County,3082,3079,3103,3107,3060,3008,3020,2976,3031,2968,2959,2984
Georgia,Glynn County,79626,79750,80123,80889,81533,82212,83368,84211,84836,85099,85326,85568
Georgia,Gordon County,55186,55256,55522,55691,55767,55848,56330,57015,57204,57737,58046,58780
Georgia,Grady County,25011,25027,25103,25283,25120,25236,25106,24895,24762,24730,24588,24491
Georgia,Greene County,15994,15977,16049,16116,16241,16418,16620,16892,17225,17730,18356,18837
Georgia,Gwinnett County,805321,807979,822407,836854,853496,871052,888597,905291,918681,928072,937399,942627
Georgia,Habersham County,43041,43058,43041,43373,43146,43553,43775,44166,44687,45580,45542,46047
Georgia,Hall County,179684,180070,182299,184136,186459,189156,192249,196176,198854,201396,204310,206591
Georgia,Hancock County,9429,9433,9394,9078,8952,8571,8579,8644,8545,8344,8475,8494
Georgia,Haralson County,28780,28763,28474,28325,28357,28513,28733,28860,29286,29626,29884,30383
Georgia,Harris County,32024,32147,32303,32564,32532,32730,33147,33615,33945,34552,35188,36080
Georgia,Hart County,25213,25237,25414,25512,25458,25367,25415,25459,25708,26078,26255,26406
Georgia,Heard County,11834,11838,11729,11652,11564,11622,11557,11578,11748,11801,11825,11973
Georgia,Henry County,203922,205042,206934,208047,210089,213059,216548,221040,225246,229873,234671,239139
Georgia,Houston County,139900,140414,143557,145630,147352,148429,149197,151287,152757,155004,157427,160110
Georgia,Irwin County,9538,9577,9677,9598,9345,9077,9137,9307,9362,9395,9442,9387
Georgia,Jackson County,60485,60706,60985,60860,61286,62125,63439,65091,67681,70347,73015,76199
Georgia,Jasper County,13900,13888,13832,13638,13594,13530,13679,13776,13881,14024,14207,14483
Georgia,Jeff Davis County,15068,15112,15161,15194,15041,14927,15012,14954,15033,15015,15101,15213
Georgia,Jefferson County,16930,16872,16772,16351,16245,16127,15926,15773,15638,15423,15344,15267
Georgia,Jenkins County,8340,8320,8124,9114,9196,9040,8906,8823,8844,8790,8734,8746
Georgia,Johnson County,9980,9991,10003,10008,9909,9813,9717,9679,9750,9767,9724,9667
Georgia,Jones County,28669,28628,28724,28610,28563,28641,28432,28572,28459,28603,28689,28787
Georgia,Lamar County,18317,18260,18153,18026,17926,18187,18229,18462,18582,18866,19001,19261
Georgia,Lanier County,10078,10103,10481,10462,10405,10362,10264,10444,10456,10450,10581,10737
Georgia,Laurens County,48434,48388,47841,47819,47727,47553,47491,47287,47362,47293,47567,47512
Georgia,Lee County,28298,28417,28585,28718,29055,29139,29191,29203,29429,29764,30045,30234
Georgia,Liberty County,63453,62772,65210,64482,62438,64217,61762,61672,61819,60887,62813,63004
Georgia,Lincoln County,7996,7970,7872,7764,7734,7644,7720,7859,7859,7927,7969,8031
Georgia,Long County,14464,14575,15097,16013,16510,17058,17695,18392,18822,19148,19647,20171
Georgia,Lowndes County,109233,109704,111519,114141,112985,113630,113501,114457,115495,116361,117600,118268
Georgia,Lumpkin County,29966,30281,30453,30684,30872,31122,31292,31422,32812,32934,33692,34186
Georgia,McDuffie County,21875,21803,21614,21630,21506,21529,21470,21481,21517,21545,21317,21162
Georgia,McIntosh County,14333,14312,14226,13887,14030,14067,14033,14068,14092,14243,14294,14387
Georgia,Macon County,14740,14644,14452,14297,13973,13822,13689,13483,13255,13153,12934,12712
Georgia,Madison County,28120,28221,28186,28081,28213,28376,28431,28833,29253,29653,29925,30457
Georgia,Marion County,8742,8741,8699,8672,8581,8636,8561,8490,8438,8392,8413,8516
Georgia,Meriwether County,21992,21817,21596,21331,21214,21201,21167,21052,21011,21061,21112,21164
Georgia,Miller County,6125,6133,6072,6004,5900,5943,5847,5875,5816,5646,5667,5622
Georgia,Mitchell County,23498,23502,23399,23086,22990,22712,22449,22443,22313,22156,21846,21602
Georgia,Monroe County,26424,26133,26301,26336,26585,26637,26683,26880,27153,27523,27677,28042
Georgia,Montgomery County,9123,9140,9027,8883,8954,8978,8939,8996,9032,9157,9148,9012
Georgia,Morgan County,17868,17897,17906,17807,17681,17894,17947,18097,18374,18808,19239,19636
Georgia,Murray County,39628,39532,39363,39311,39173,39212,39426,39322,39761,39836,39996,40032
Georgia,Muscogee County,189885,191122,195340,199077,203370,200746,198925,196354,193858,194362,196074,196442
Georgia,Newton County,99958,100128,100446,100965,102060,103470,104920,106529,107903,109556,111894,113295
Georgia,Oconee County,32808,32935,33269,33521,34084,35077,35861,36928,38122,39500,40296,41124
Georgia,Oglethorpe County,14899,14891,14700,14500,14415,14532,14722,14710,14851,15034,15222,15383
Georgia,Paulding County,142324,142826,143606,144750,146775,148562,151691,155415,159642,164482,169302,173359
Georgia,Peach County,27695,28104,28031,28012,27411,27391,27216,27111,27179,27574,27697,27950
Georgia,Pickens County,29431,29434,29390,29258,29389,29807,30139,30654,31542,32039,32648,33127
Georgia,Pierce County,18758,18813,18769,18902,19015,19004,19089,19116,19200,19398,19443,19522
Georgia,Pike County,17869,17929,17792,17780,17784,17774,17935,17916,18213,18622,18953,19121
Georgia,Polk County,41475,41537,41277,41097,40972,40876,41209,41584,41842,42373,42616,42840
Georgia,Pulaski County,12010,11989,11855,11716,11578,11520,11409,11296,11197,11079,11161,11191
Georgia,Putnam County,21218,21192,21242,21135,21280,21142,21310,21502,21676,21749,22083,22520
Georgia,Quitman County,2513,2512,2454,2407,2368,2287,2277,2323,2334,2254,2300,2271
Georgia,Rabun County,16276,16276,16257,16303,16184,16159,16224,16493,16560,16853,17116,17273
Georgia,Randolph County,7719,7668,7570,7310,7202,7315,7153,7150,6974,6826,6806,6682
Georgia,Richmond County,200549,201122,200618,201827,201457,201448,201639,202179,201965,202027,202639,202079
Georgia,Rockdale County,85215,85359,85423,85453,86522,87222,88424,88995,89800,90402,90639,90939
Georgia,Schley County,5010,5020,5043,5023,5095,5189,5208,5179,5236,5212,5254,5196
Georgia,Screven County,14593,14499,14403,14170,14145,14001,14060,14015,13953,13960,13945,14012
Georgia,Seminole County,8729,8727,8766,8869,8844,8596,8559,8424,8249,8266,8090,8060
Georgia,Spalding County,64073,64096,64045,63693,63521,63703,63826,64523,65348,66092,66835,67414
Georgia,Stephens County,26175,26124,25763,25721,25571,25429,25475,25680,25785,26083,26017,26107
Georgia,Stewart County,6058,6099,6065,6106,5555,5882,5969,6129,6329,6434,6649,6689
Georgia,Sumter County,32819,32608,31993,31509,31265,31089,30625,30334,29838,29713,29401,29282
Georgia,Talbot County,6865,6883,6854,6643,6556,6535,6499,6361,6254,6281,6188,6143
Georgia,Taliaferro County,1717,1703,1705,1673,1687,1691,1641,1616,1612,1610,1549,1562
Georgia,Tattnall County,25520,25470,25435,25457,25632,25319,25394,25352,25420,25508,25317,25365
Georgia,Taylor County,8906,8853,8513,8434,8456,8453,8316,8256,8181,8067,8051,8074
Georgia,Telfair County,16500,16519,16242,16364,16624,16448,16448,15960,15912,15888,15813,15781
Georgia,Terrell County,9315,9525,9390,9225,9167,9081,9016,8873,8698,8601,8573,8523
Georgia,Thomas County,44720,44744,44591,44535,44783,44784,44819,44967,44623,44336,44427,44372
Georgia,Tift County,40118,40250,41160,40947,40180,40456,40538,40562,40455,40562,40653,40719
Georgia,Toombs County,27223,27248,27198,27170,27184,27131,27151,27141,26868,26910,26844,26973
Georgia,Towns County,10471,10531,10577,10560,10784,11081,11208,11416,11557,11844,12009,12247
Georgia,Treutlen County,6885,6892,6823,6787,6686,6813,6807,6720,6751,6780,6860,6822
Georgia,Troup County,67044,67060,67651,68324,68859,69341,69666,69990,70123,70091,70059,70214
Georgia,Turner County,8930,8909,8941,8446,8208,8069,7988,7970,7902,7917,7929,7882
Georgia,Twiggs County,9023,8983,8836,8560,8522,8399,8353,8263,8268,8179,8164,8103
Georgia,Union County,21356,21384,21265,21342,21440,21782,22029,22664,23406,23961,24606,25358
Georgia,Upson County,27153,27052,26919,26561,26425,26166,26237,26243,26223,26249,26402,26527
Georgia,Walker County,68756,68876,68825,68487,68643,68714,68604,68509,69087,69507,69769,70116
Georgia,Walton County,83768,83997,84647,84998,86068,87557,88373,89886,91389,93450,94818,96875
Georgia,Ware County,36312,36308,36279,35896,35745,35520,35337,35675,35705,35703,35816,35826
Georgia,Warren County,5834,5782,5679,5546,5520,5459,5375,5355,5263,5227,5220,5232
Georgia,Washington County,21187,21096,20971,20791,20575,20549,20734,20349,20313,20418,20352,20150
Georgia,Wayne County,30099,30080,30301,30331,30009,29916,29460,30038,29843,29874,30017,30023
Georgia,Webster County,2799,2781,2764,2766,2670,2612,2632,2607,2586,2575,2573,2595
Georgia,Wheeler County,7421,7770,8078,7932,7934,7984,7909,8012,7958,7891,7870,7751
Georgia,White County,27144,27201,27401,27626,27831,28025,28389,28793,29429,29893,30601,31094
Georgia,Whitfield County,102599,102740,102909,102926,102691,103039,103621,104314,104086,104109,104265,103837
Georgia,Wilcox County,9255,9313,9248,9069,9054,8929,9015,8834,8780,8784,8607,8502
Georgia,Wilkes County,10593,10389,10230,10093,9931,9960,9927,9808,9868,9845,9769,9694
Georgia,Wilkinson County,9563,9528,9413,9481,9361,9283,9080,9021,8953,9005,8936,8812
Georgia,Worth County,21679,21692,21516,21356,21058,21010,20692,20732,20532,20307,20185,19972
Massachusetts,Massachusetts,6547629,6566440,6614218,6664269,6715158,6764864,6797484,6827280,6863560,6885720,6894883,6893574
Massachusetts,Barnstable County,215888,215909,215389,214854,214609,214398,214015,213805,213856,213779,212923,213164
Massachusetts,Berkshire County,131219,131318,130565,130321,129542,128928,127950,127182,126518,126146,125217,124571
Massachusetts,Bristol County,548285,549175,549355,551204,552495,555212,557104,558413,561449,564780,565096,566765
Massachusetts,Dukes County,16535,16573,16706,16838,17173,17312,17290,17349,17422,17459,17461,17461
Massachusetts,Essex County,743159,745469,751553,757409,764684,771803,777228,780222,785156,788823,789725,791263
Massachusetts,Franklin County,71372,71372,71711,71714,71399,71344,70911,70706,70674,70722,70276,70267
Massachusetts,Hampden County,463490,464248,466191,467009,467828,469561,469251,467874,467552,468075,465749,463986
Massachusetts,Hampshire County,158080,159331,160192,160497,160969,161060,160885,161613,161070,161126,161596,161401
Massachusetts,Middlesex County,1503085,1507694,1524996,1543163,1560625,1575520,1586107,1595581,1604762,1608509,1611263,1609379
Massachusetts,Nantucket County,10172,10165,10133,10313,10564,10833,10933,11081,11156,11118,11330,11376
Massachusetts,Norfolk County,670850,673059,677823,682984,688518,692439,694774,697452,701046,703628,707164,709409
Massachusetts,Plymouth County,494919,495937,498212,499545,502895,506634,509413,512535,515984,518888,521841,523738
Massachusetts,Suffolk County,722023,725786,737285,751371,762863,774113,783177,793020,801269,804023,805915,801582
Massachusetts,Worcester County,798552,800404,804107,807047,810994,815707,818446,820447,825646,828644,829327,829212
Michigan,Michigan,9883640,9877597,9883053,9898289,9914802,9932033,9934483,9954117,9976752,9987286,9984795,9966555
Michigan,Alcona County,10942,10879,10742,10571,10550,10447,10327,10355,10305,10364,10453,10505
Michigan,Alger County,9601,9578,9516,9456,9445,9370,9265,9138,9152,9105,9078,9015
Michigan,Allegan County,111408,111521,111167,111506,112020,113361,114122,115018,116393,117137,118045,118927
Michigan,Alpena County,29598,29511,29342,29168,28964,28888,28728,28670,28434,28422,28391,28238
Michigan,Antrim County,23580,23492,23324,23251,23128,23147,23036,23090,23267,23339,23359,23449
Michigan,Arenac County,15899,15852,15635,15500,15411,15317,15304,15126,15009,15033,14944,14953
Michigan,Baraga County,8860,8861,8835,8725,8716,8649,8583,8532,8433,8313,8245,8164
Michigan,Barry County,59173,59092,58921,59025,59094,59305,59434,59801,60689,61195,61481,62061
Michigan,Bay County,107771,107678,107423,106980,106817,106073,105271,104421,104085,103674,102964,102387
Michigan,Benzie County,17525,17495,17380,17319,17340,17466,17386,17523,17625,17748,17767,17852
Michigan,Berrien County,156813,156740,156911,156669,156205,156074,155136,154451,154264,153892,153352,153025
Michigan,Branch County,45248,45173,43921,43790,43582,43733,43635,43451,43345,43474,43444,43424
Michigan,Calhoun County,136146,135953,135111,134755,134782,134845,134377,134343,134127,133858,133806,133580
